Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),49.61,0.00,31735.00,,,,,,49.53,,61.03,68.19,104.30,103.47
Active Decode Throughput Per User (tokens/sec/user),49.61,0.00,31735.00,,,,,,49.53,,61.03,68.19,104.30,103.47
Active Prefill Throughput (tokens/sec),4787.21,4787.21,4787.21,,,,,,4787.21,,4787.21,4787.21,4787.21,0.00
Active Prefill Throughput Per User (tokens/sec/user),4787.21,4787.21,4787.21,,,,,,4787.21,,4787.21,4787.21,4787.21,0.00
Active Total Throughput (tokens/sec),55.75,49.61,4787.21,,,,,,49.61,,49.61,49.61,49.61,170.54
Credit-to-Start Latency (ms),0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.00
Decode Duration (ms),165120.15,165120.15,165120.15,165120.15,165120.15,165120.15,165120.15,165120.15,165120.15,165120.15,165120.15,165120.15,165120.15,0.00
E2E Output Token Throughput (tokens/sec/user),49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,49.55,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Throughput (tokens/sec),49.54,0.00,31735.00,,,,,,49.52,,61.03,68.16,104.04,103.41
Effective Decode Throughput Per User (tokens/sec/user),49.54,0.00,31735.00,,,,,,49.52,,61.03,68.16,104.04,103.41
Effective Latency (CO-aware) (ms),165335.67,165335.67,165335.67,165335.67,165335.67,165335.67,165335.67,165335.67,165335.67,165335.67,165335.67,165335.67,165335.67,0.00
Effective Prefill Concurrency,0.00,0.00,1.00,,,,,,0.00,,0.00,0.00,0.00,0.04
Effective Prefill Throughput (tokens/sec),6.21,0.00,4787.21,,,,,,0.00,,0.00,0.00,0.00,172.32
Effective Prefill Throughput Per User (tokens/sec/user),6.21,0.00,4787.21,,,,,,0.00,,0.00,0.00,0.00,172.32
Effective Total Throughput (tokens/sec),55.75,0.00,4787.21,,,,,,49.61,,49.61,49.61,49.61,170.53
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,7906.00,7906.00,7906.00,7906.00,7906.00,7906.00,7906.00,7906.00,7906.00,7906.00,7906.00,7906.00,7906.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,0.00
HTTP Connection Overhead (ms),16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),2357.14,2357.14,2357.14,2357.14,2357.14,2357.14,2357.14,2357.14,2357.14,2357.14,2357.14,2357.14,2357.14,0.00
HTTP Data Sent (KB),4.40,4.40,4.40,4.40,4.40,4.40,4.40,4.40,4.40,4.40,4.40,4.40,4.40,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),165334.50,165334.50,165334.50,165334.50,165334.50,165334.50,165334.50,165334.50,165334.50,165334.50,165334.50,165334.50,165334.50,0.00
